DURATION,GOAL_DESC,SEASON,DATE_TIME,HOME_TEAM,AWAY_TEAM,STADIUM,POSITION,HEIGHT,WEIGHT,FOOT,GOAL_SCORER,GOAL_SCORER_TEAM_NAME,ASSIST_PLAYER,GOALS,ASSISTS
59,right-footed shot,2016-2017,42626,FC Barcelona,Celtic FC,Spotify Camp Nou,Midfielder,171,68,,Iniesta,,Neymar,1,4
21,left-footed shot,2016-2017,42675,Manchester City,FC Barcelona,Etihad Stadium,Forward,170,72,L,Lionel Messi,FC Barcelona,Neymar,1,1
24,left-footed shot,2016-2017,42697,Celtic FC,FC Barcelona,Celtic Park,Forward,170,72,L,Lionel Messi,FC Barcelona,Neymar,2,1
50,penalty,2016-2017,42802,FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Neymar,1,3
90,right-footed shot,2016-2017,42802,FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,Midfielder,178,68,R,Sergi Roberto,FC Barcelona,Neymar,2,3
24,left-footed shot,2021-2022,44537,RB Leipzig,Manchester City,Red Bull Arena,Midfielder,186,74,R,Dominik Szoboszlai,RB Leipzig,Konrad Laimer,1,1
42,left-footed shot,2019-2020,44061,RB Leipzig,Paris Saint-Germain,Estádio da Luz,Forward,180,75,L,Ángel Di María,Paris Saint-Germain,Neymar,1,1
37,right-footed shot,2021-2022,44467,Borussia Dortmund,Sporting CP,Signal Iduna Park,Forward,179,68,R,Donyell Malen,Borussia Dortmund,Jude Bellingham,1,1
12,penalty,2021-2022,44628,Bayern München,RB Salzburg,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,N/A,3,0
21,penalty,2021-2022,44628,Bayern München,RB Salzburg,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,N/A,3,0
23,right-footed shot,2021-2022,44628,Bayern München,RB Salzburg,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,N/A,3,0
63,right-footed shot,2019-2020,43810,Paris Saint-Germain,Galatasaray,Parc des Princes,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Neymar,1,2
35,right-footed shot,2019-2020,43810,Paris Saint-Germain,Galatasaray,Parc des Princes,Midfielder,174,70,L,Pablo Sarabia,Paris Saint-Germain,Neymar,1,2
83,right-footed shot,2018-2019,43361,Liverpool FC,Paris Saint-Germain,Anfield,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Neymar,1,1
90,right-footed shot,2018-2019,43445,Crvena Zvezda,Paris Saint-Germain,Marakana,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Neymar,1,1
34,right-footed shot,2017-2018,42990,Celtic FC,Paris Saint-Germain,Celtic Park,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Neymar,1,1
90,right-footed shot,2019-2020,44055,Atalanta,Paris Saint-Germain,Estádio da Luz,Defender,183,75,R,Marquinhos,Paris Saint-Germain,Neymar,1,1
28,right-footed shot,2017-2018,43061,Paris Saint-Germain,Celtic FC,Parc des Princes,Forward,184,77,R,Edinson Cavani,Paris Saint-Germain,Neymar,2,1
2,right-footed shot,2017-2018,43005,Paris Saint-Germain,Bayern München,Parc des Princes,Defender,172,70,R,Dani Alves,Paris Saint-Germain,Neymar,1,1
65,right-footed shot,2016-2017,42641,Bor. Mönchengladbach,FC Barcelona,Borussia-Park,Midfielder,,,,,,Neymar,3,1
90,right-footed shot,2018-2019,43516,FC FC Schalke 04,Manchester City,Veltins-Arena,Forward,170,69,R,Raheem Sterling,Manchester City,Ederson,1,1
65,header,2017-2018,43074,SL Benfica,FC Basel,Estádio da Luz,Forward,182,74,R,Dimitri Oberlin,FC Basel,Manuel Akanji,1,1
19,right-footed shot,2016-2017,42837,Borussia Dortmund,AS Monaco,Signal Iduna Park,Forward,178,73,R,Kylian Mbappé,AS Monaco,Thomas Lemar,2,1
28,left-footed shot,2018-2019,43376,Atlético Madrid,Club Brugge KV,Wanda Metropolitano,Forward,176,73,L,Antoine Griezmann,Atlético Madrid,Thomas Lemar,2,1
29,left-footed shot,2021-2022,44537,Borussia Dortmund,Beşiktaş,Signal Iduna Park,Forward,179,68,R,Donyell Malen,Borussia Dortmund,Jude Bellingham,1,1
77,header,2016-2017,42809,AS Monaco,Manchester City,Stade Louis II,Midfielder,189,77,R,Tiemoué Bakayoko,AS Monaco,Thomas Lemar,1,1
85,right-footed shot,2020-2021,44131,Atlético Madrid,RB Salzburg,Wanda Metropolitano,Forward,181,72,,João Félix,Atlético Madrid,Thomas Lemar,2,1
17,header,2016-2017,42844,AS Monaco,Borussia Dortmund,Stade Louis II,Forward,177,72,R,Radamel Falcao,AS Monaco,Thomas Lemar,1,2
81,right-footed shot,2016-2017,42844,AS Monaco,Borussia Dortmund,Stade Louis II,Forward,180,73,R,Valère Germain,AS Monaco,Thomas Lemar,1,2
10,right-footed shot,2017-2018,42991,Feyenoord,Manchester City,De Kuip,Midfielder,,,,,,Kyle Walker,3,1
60,left-footed shot,2016-2017,42626,FC Barcelona,Celtic FC,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,3,1
69,left-footed shot,2016-2017,42662,FC Barcelona,Manchester City,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,3,1
55,penalty,2016-2017,42697,Celtic FC,FC Barcelona,Celtic Park,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,2,1
3,right-footed shot,2017-2018,43173,FC Barcelona,Chelsea FC,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,2,2
63,left-footed shot,2017-2018,43173,FC Barcelona,Chelsea FC,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,2,2
45,left-footed shot,2017-2018,42990,FC Barcelona,Juventus,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,2,1
33,left-footed shot,2019-2020,43796,FC Barcelona,Borussia Dortmund,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,1,1
23,left-footed shot,2019-2020,44051,FC Barcelona,SSC Napoli,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,1,1
87,right-footed shot,2018-2019,43361,FC Barcelona,PSV Eindhoven,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Luis Suárez,3,1
90,left-footed shot,2021-2022,44524,Sporting CP,Borussia Dortmund,Estádio José Alvalade,Forward,179,68,R,Donyell Malen,Borussia Dortmund,Marco Reus,1,1
90,penalty,2016-2017,42802,FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,Forward,175,68,R,Neymar,FC Barcelona,Luis Suárez,2,1
86,right-footed shot,2019-2020,43809,Inter,FC Barcelona,Giuseppe Meazza,Forward,178,66,R,Ansu Fati,FC Barcelona,Luis Suárez,1,1
18,right-footed shot,2021-2022,44615,SL Benfica,AFC Ajax,Estádio da Luz,Forward,181,76,L,Dušan Tadić,AFC Ajax,Noussair Mazraoui,1,1
19,header,2020-2021,44125,RB Salzburg,Lokomotiv Moskva,Red Bull Arena,Midfielder,,,,,,Rifat Zhemaletdinov,3,1
54,penalty,2016-2017,42641,SSC Napoli,SL Benfica,Diego Maradona,Forward,186,78,L,Arkadiusz Milik,SSC Napoli,José Callejón,1,1
50,right-footed shot,2020-2021,44125,RB Salzburg,Lokomotiv Moskva,Red Bull Arena,Midfielder,,,,,,Patson Daka,3,1
38,penalty,2019-2020,43809,SSC Napoli,KRC Genk,Diego Maradona,Forward,186,78,L,Arkadiusz Milik,SSC Napoli,José Callejón,3,1
82,penalty,2019-2020,43725,SSC Napoli,Liverpool FC,Diego Maradona,Forward,169,61,R,Dries Mertens,SSC Napoli,José Callejón,1,1
17,right-footed shot,2019-2020,43761,RB Salzburg,SSC Napoli,Red Bull Arena,Forward,169,61,R,Dries Mertens,SSC Napoli,José Callejón,2,1
30,right-footed shot,2016-2017,42662,SSC Napoli,Beşiktaş,Diego Maradona,Forward,169,61,R,Dries Mertens,SSC Napoli,José Callejón,1,1
90,right-footed shot,2018-2019,43376,SSC Napoli,Liverpool FC,Diego Maradona,Forward,163,59,R,Lorenzo Insigne,SSC Napoli,José Callejón,1,1
71,right-footed shot,2016-2017,42787,Manchester City,AS Monaco,Etihad Stadium,Midfielder,,,,,,David Silva,3,1
29,right-footed shot,2018-2019,43397,Paris Saint-Germain,SSC Napoli,Parc des Princes,Forward,163,59,R,Lorenzo Insigne,SSC Napoli,José Callejón,1,1
86,header,2016-2017,42787,Bayer Leverkusen,Atlético Madrid,BayArena,Midfielder,,,,,,Šime Vrsaljko,3,1
84,right-footed shot,2020-2021,44292,Manchester City,Borussia Dortmund,Etihad Stadium,Forward,180,71,R,Marco Reus,Borussia Dortmund,Erling Haaland,1,1
19,right-footed shot,2020-2021,44244,Sevilla FC,Borussia Dortmund,Ramón Sánchez Pizjuán,Midfielder,178,68,R,Mahmoud Dahoud,Borussia Dortmund,Erling Haaland,1,1
72,header,2021-2022,44615,SL Benfica,AFC Ajax,Estádio da Luz,Forward,191,79,R,Roman Yaremchuk,SL Benfica,N/A,1,0
4,right-footed shot,2019-2020,43879,Atlético Madrid,Liverpool FC,Wanda Metropolitano,Midfielder,184,77,L,Saúl,,N/A,1,0
65,right-footed shot,2016-2017,42676,Tottenham Hotspur,Bayer Leverkusen,Wembley Stadium,Midfielder,178,66,R,Kevin Kampl,Bayer Leverkusen,N/A,1,0
69,right-footed shot,2019-2020,43796,KRC Genk,RB Salzburg,Cegeka Arena,Forward,177,77,R,Hee-chan Hwang,RB Salzburg,Erling Haaland,1,1
27,penalty,2020-2021,44124,FC Barcelona,Ferencvárosi TC,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Lionel Messi,1,2
89,right-footed shot,2020-2021,44124,FC Barcelona,Ferencvárosi TC,Spotify Camp Nou,Forward,178,67,,Ousmane Dembélé,FC Barcelona,Lionel Messi,1,2
5,penalty,2020-2021,44139,FC Barcelona,Dinamo Kiev,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Lionel Messi,1,1
88,right-footed shot,2016-2017,42626,FC Barcelona,Celtic FC,Spotify Camp Nou,Forward,182,83,R,Luis Suárez,FC Barcelona,Lionel Messi,2,1
1,right-footed shot,2021-2022,44614,Villarreal CF,Juventus,Estadio de la Cerámica,Forward,190,75,L,Dušan Vlahović,Juventus,Danilo,1,1
67,left-footed shot,2019-2020,43796,FC Barcelona,Borussia Dortmund,Spotify Camp Nou,Forward,176,73,L,Antoine Griezmann,FC Barcelona,Lionel Messi,1,2
29,right-footed shot,2019-2020,43796,FC Barcelona,Borussia Dortmund,Spotify Camp Nou,Forward,182,83,R,Luis Suárez,FC Barcelona,Lionel Messi,1,2
84,left-footed shot,2019-2020,43740,FC Barcelona,Inter,Spotify Camp Nou,Forward,182,83,R,Luis Suárez,FC Barcelona,Lionel Messi,2,1
45,penalty,2019-2020,44051,FC Barcelona,SSC Napoli,Spotify Camp Nou,Forward,182,83,R,Luis Suárez,FC Barcelona,Lionel Messi,1,1
56,left-footed shot,2021-2022,44502,Atalanta,Manchester United,Gewiss Stadium,Forward,189,88,R,Duván Zapata,Atalanta,José Palomino,1,1
10,right-footed shot,2021-2022,44523,BSC Young Boys,Atalanta,Stadion Wankdorf,Forward,189,88,R,Duván Zapata,Atalanta,Remo Freuler,1,1
86,right-footed shot,2018-2019,43537,FC Barcelona,Olympique Lyon,Spotify Camp Nou,Forward,178,67,,Ousmane Dembélé,FC Barcelona,Lionel Messi,1,2
81,left-footed shot,2018-2019,43537,FC Barcelona,Olympique Lyon,Spotify Camp Nou,Defender,194,85,R,Piqué,,Lionel Messi,1,2
89,right-footed shot,2016-2017,42662,FC Barcelona,Manchester City,Spotify Camp Nou,Forward,175,68,R,Neymar,FC Barcelona,Lionel Messi,1,1
14,right-footed shot,2020-2021,44132,Juventus,FC Barcelona,Allianz Stadium,Forward,178,67,,Ousmane Dembélé,FC Barcelona,Lionel Messi,1,1
20,right-footed shot,2017-2018,43173,FC Barcelona,Chelsea FC,Spotify Camp Nou,Forward,178,67,,Ousmane Dembélé,FC Barcelona,Lionel Messi,1,1
64,left-footed shot,2017-2018,43026,FC Barcelona,Olympiakos Piraeus,Spotify Camp Nou,Defender,178,74,L,Lucas Digne,FC Barcelona,Lionel Messi,1,1
90,penalty,2020-2021,44132,Juventus,FC Barcelona,Allianz Stadium,Forward,170,72,L,Lionel Messi,FC Barcelona,Ansu Fati,1,1
80,right-footed shot,2021-2022,44539,Atalanta,Villarreal CF,Gewiss Stadium,Forward,189,88,R,Duván Zapata,Atalanta,Josip Iličič,1,1
27,penalty,2020-2021,44243,FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Frenkie de Jong,1,1
42,right-footed shot,2020-2021,44124,FC Barcelona,Ferencvárosi TC,Spotify Camp Nou,Forward,178,66,R,Ansu Fati,FC Barcelona,Frenkie de Jong,1,1
37,left-footed shot,2020-2021,44265,Paris Saint-Germain,FC Barcelona,Parc des Princes,Forward,170,72,L,Lionel Messi,FC Barcelona,Pedri,1,1
34,left-footed shot,2021-2022,44488,Inter,FC Sheriff,Giuseppe Meazza,Forward,193,80,R,Edin Džeko,Inter,Arturo Vidal,1,1
67,header,2021-2022,44524,Inter,Shakhtar Donetsk,Giuseppe Meazza,Forward,193,80,R,Edin Džeko,Inter,Ivan Perišić,2,1
77,left-footed shot,2018-2019,43361,FC Barcelona,PSV Eindhoven,Spotify Camp Nou,Forward,170,72,L,Lionel Messi,FC Barcelona,Ivan Rakitić,3,1
72,right-footed shot,2020-2021,44139,Sevilla FC,FK Krasnodar,Ramón Sánchez Pizjuán,Forward,188,73,L,Youssef En-Nesyri,Sevilla FC,Ivan Rakitić,2,1
90,header,2020-2021,44264,Borussia Dortmund,Sevilla FC,Signal Iduna Park,Forward,188,73,L,Youssef En-Nesyri,Sevilla FC,Ivan Rakitić,2,1
26,own goal,2021-2022,44615,SL Benfica,AFC Ajax,Estádio da Luz,Forward,190,82,R,Sébastien Haller,AFC Ajax,N/A,2,0
83,left-footed shot,2018-2019,43397,FC Barcelona,Inter,Spotify Camp Nou,Defender,170,68,L,Jordi Alba,FC Barcelona,Ivan Rakitić,1,1
10,header,2019-2020,44051,FC Barcelona,SSC Napoli,Spotify Camp Nou,Defender,186,81,L,Clément Lenglet,FC Barcelona,Ivan Rakitić,1,1
90,left-footed shot,2020-2021,44272,Chelsea FC,Atlético Madrid,Stamford Bridge,Defender,176,79,L,Emerson,,Christian Pulišić,3,2
90,left-footed shot,2020-2021,44272,Chelsea FC,Atlético Madrid,Stamford Bridge,Defender,176,79,L,Emerson,,Christian Pulišić,3,2
43,header,2020-2021,44139,İstanbul Başakşehir,Manchester United,Fatih Terim Stadium,Forward,181,76,R,Anthony Martial,Manchester United,Luke Shaw,1,1
45,right-footed shot,2021-2022,44524,Club Brugge KV,RB Leipzig,Jan Breydel Stadion,Midfielder,177,76,R,Emil Forsberg,RB Leipzig,Christopher Nkunku,2,1
90,left-footed shot,2020-2021,44159,Dinamo Kiev,FC Barcelona,Olimpiyskyi,Forward,176,73,L,Antoine Griezmann,FC Barcelona,Jordi Alba,1,1
14,back heel,2020-2021,44167,Ferencvárosi TC,FC Barcelona,Groupama Aréna,Forward,176,73,L,Antoine Griezmann,FC Barcelona,Jordi Alba,1,1
57,left-footed shot,2019-2020,44057,FC Barcelona,Bayern München,Estádio da Luz,Forward,182,83,R,Luis Suárez,FC Barcelona,Jordi Alba,1,1
26,right-footed shot,2018-2019,43586,FC Barcelona,Liverpool FC,Spotify Camp Nou,Forward,182,83,R,Luis Suárez,FC Barcelona,Jordi Alba,1,1
29,left-footed shot,2021-2022,44615,SL Benfica,AFC Ajax,Estádio da Luz,Forward,190,82,R,Sébastien Haller,AFC Ajax,N/A,2,0
87,header,2021-2022,44468,Bayern München,Dinamo Kiev,Allianz Arena,Forward,191,90,R,Eric Maxim Choupo-Moting,Bayern München,Benjamin Pavard,1,1
74,right-footed shot,2020-2021,44132,Manchester United,RB Leipzig,Old Trafford,Forward,185,70,R,Marcus Rashford,Manchester United,Bruno Fernandes,3,1
41,right-footed shot,2017-2018,43060,APOEL Nikosia,Real Madrid,Neo GSP Stadium,Defender,180,76,R,Nacho,Real Madrid,Raphaël Varane,1,1
90,right-footed shot,2020-2021,44132,Manchester United,RB Leipzig,Old Trafford,Forward,185,70,R,Marcus Rashford,Manchester United,Anthony Martial,3,2
87,penalty,2020-2021,44132,Manchester United,RB Leipzig,Old Trafford,Forward,181,76,R,Anthony Martial,Manchester United,Anthony Martial,1,2
61,left-footed shot,2018-2019,43432,PSV Eindhoven,FC Barcelona,Philips Stadion,Forward,170,72,L,Lionel Messi,FC Barcelona,Ousmane Dembélé,1,1
52,right-footed shot,2016-2017,42696,Borussia Dortmund,Legia Warszawa,Signal Iduna Park,Forward,180,71,R,Marco Reus,Borussia Dortmund,Ousmane Dembélé,2,3
17,header,2016-2017,42696,Borussia Dortmund,Legia Warszawa,Signal Iduna Park,Midfielder,175,68,,Shinji Kagawa,Borussia Dortmund,Ousmane Dembélé,2,3
18,left-footed shot,2016-2017,42696,Borussia Dortmund,Legia Warszawa,Signal Iduna Park,Midfielder,175,68,,Shinji Kagawa,Borussia Dortmund,Ousmane Dembélé,2,3
48,right-footed shot,2016-2017,42844,AS Monaco,Borussia Dortmund,Stade Louis II,Forward,180,71,R,Marco Reus,Borussia Dortmund,Ousmane Dembélé,1,1
54,header,2017-2018,43025,Feyenoord,Shakhtar Donetsk,De Kuip,Forward,164,54,R,Bernard,Shakhtar Donetsk,Bogdan Butko,4,2
54,header,2017-2018,43025,Feyenoord,Shakhtar Donetsk,De Kuip,Forward,164,54,R,Bernard,Shakhtar Donetsk,Bogdan Butko,4,2
82,right-footed shot,2020-2021,44124,FC Barcelona,Ferencvárosi TC,Spotify Camp Nou,Midfielder,174,60,R,Pedri,FC Barcelona,Ousmane Dembélé,2,2
82,right-footed shot,2020-2021,44124,FC Barcelona,Ferencvárosi TC,Spotify Camp Nou,Midfielder,174,60,R,Pedri,FC Barcelona,Ousmane Dembélé,2,2
68,header,2021-2022,44537,Borussia Dortmund,Beşiktaş,Signal Iduna Park,Forward,194,88,L,Erling Haaland,Borussia Dortmund,Nico Schulz,2,1
21,right-footed shot,2020-2021,44167,Ferencvárosi TC,FC Barcelona,Groupama Aréna,Forward,177,73,R,Martin Braithwaite,FC Barcelona,Ousmane Dembélé,1,1
7,header,2016-2017,42627,Legia Warszawa,Borussia Dortmund,Stadion Wojska Polskiego,Midfielder,176,75,R,Mario Götze,Borussia Dortmund,Ousmane Dembélé,1,1
32,right-footed shot,2020-2021,44167,Manchester United,Paris Saint-Germain,Old Trafford,Forward,185,70,R,Marcus Rashford,Manchester United,Aaron Wan-Bissaka,1,1
45,left-footed shot,2021-2022,44454,Beşiktaş,Borussia Dortmund,Vodafone Park,Forward,194,88,L,Erling Haaland,Borussia Dortmund,Jude Bellingham,1,1
81,header,2021-2022,44537,Borussia Dortmund,Beşiktaş,Signal Iduna Park,Forward,194,88,L,Erling Haaland,Borussia Dortmund,Mahmoud Dahoud,2,2
53,right-footed shot,2021-2022,44537,Borussia Dortmund,Beşiktaş,Signal Iduna Park,Forward,180,71,R,Marco Reus,Borussia Dortmund,Mahmoud Dahoud,2,2
42,right-footed shot,2021-2022,44539,Atalanta,Villarreal CF,Gewiss Stadium,Midfielder,189,80,R,Étienne Capoue,Villarreal CF,Moi Gómez,1,1
13,penalty,2016-2017,42676,Juventus,Olympique Lyon,Allianz Stadium,Forward,186,85,,Gonzalo Higuaín,Juventus,N/A,1,0
24,left-footed shot,2019-2020,44058,Manchester City,Olympique Lyon,Estádio José Alvalade,Midfielder,179,69,L,Maxwel Cornet,Olympique Lyon,N/A,1,0
87,left-footed shot,2019-2020,44058,Manchester City,Olympique Lyon,Estádio José Alvalade,Forward,183,74,R,Moussa Dembélé,Olympique Lyon,N/A,4,0
62,right-footed shot,2021-2022,44684,Villarreal CF,Liverpool FC,Estadio de la Cerámica,Midfielder,188,78,R,Fabinho,Liverpool FC,Mo Salah,1,1
84,left-footed shot,2016-2017,42837,Borussia Dortmund,AS Monaco,Signal Iduna Park,Midfielder,175,68,,Shinji Kagawa,Borussia Dortmund,N/A,1,0
66,header,2017-2018,43061,Sporting CP,Olympiakos Piraeus,Estádio José Alvalade,Forward,196,78,R,Bas Dost,Sporting CP,Bruno Fernandes,2,1
10,header,2016-2017,42857,Real Madrid,Atlético Madrid,Santiago Bernabéu,Forward,187,83,,Cristiano Ronaldo,Real Madrid,Casemiro,3,1
46,left-footed shot,2021-2022,44468,Juventus,Chelsea FC,Allianz Stadium,Forward,175,70,R,Federico Chiesa,Juventus,Federico Bernardeschi,1,1
90,right-footed shot,2019-2020,43810,Club Brugge KV,Real Madrid,Jan Breydel Stadion,Midfielder,172,66,,Luka Modrić,Real Madrid,Casemiro,1,1
38,right-footed shot,2016-2017,42711,Tottenham Hotspur,CSKA Moskva,Wembley Stadium,Midfielder,188,80,R,Dele Alli,Tottenham Hotspur,Christian Eriksen,1,1
73,left-footed shot,2021-2022,44502,Juventus,Zenit St. Petersburg,Allianz Stadium,Forward,175,70,R,Federico Chiesa,Juventus,Federico Bernardeschi,1,1
77,header,2019-2020,43795,Tottenham Hotspur,Olympiakos Piraeus,Tottenham Hotspur Stadium,Forward,188,86,R,Harry Kane,Tottenham Hotspur,Christian Eriksen,2,1
60,left-footed shot,2017-2018,42991,Tottenham Hotspur,Borussia Dortmund,Wembley Stadium,Forward,188,86,R,Harry Kane,Tottenham Hotspur,Christian Eriksen,2,1
71,right-footed shot,2018-2019,43411,Bayern München,AEK Athen,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Joshua Kimmich,2,1
54,header,2018-2019,43397,PSV Eindhoven,Tottenham Hotspur,Philips Stadion,Forward,188,86,R,Harry Kane,Tottenham Hotspur,Christian Eriksen,1,1
78,left-footed shot,2018-2019,43564,Tottenham Hotspur,Manchester City,Tottenham Hotspur Stadium,Forward,184,78,,Heung-min Son,Tottenham Hotspur,Christian Eriksen,1,1
84,header,2019-2020,44051,Bayern München,Chelsea FC,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Álvaro Odriozola,2,1
10,right-footed shot,2018-2019,43572,Manchester City,Tottenham Hotspur,Etihad Stadium,Forward,184,78,,Heung-min Son,Tottenham Hotspur,Christian Eriksen,2,1
88,left-footed shot,2016-2017,42711,Real Madrid,Borussia Dortmund,Santiago Bernabéu,Forward,180,71,R,Marco Reus,Borussia Dortmund,Pierre-Emerick Aubameyang,1,1
31,right-footed shot,2019-2020,44057,FC Barcelona,Bayern München,Estádio da Luz,Forward,185,76,R,Thomas Müller,Bayern München,Joshua Kimmich,2,1
61,left-footed shot,2018-2019,43446,AFC Ajax,Bayern München,Johan Cruijff ArenA,Forward,181,76,L,Dušan Tadić,AFC Ajax,Donny van de Beek,2,1
62,left-footed shot,2018-2019,43529,Real Madrid,AFC Ajax,Santiago Bernabéu,Forward,181,76,L,Dušan Tadić,AFC Ajax,Donny van de Beek,1,1
34,right-footed shot,2019-2020,43740,Valencia CF,AFC Ajax,Estadio de Mestalla,Forward,174,72,R,Quincy Promes,AFC Ajax,Donny van de Beek,1,1
49,right-footed shot,2018-2019,43362,Viktoria Plzeň,CSKA Moskva,Doosan Arena,Forward,183,75,R,Fedor Chalov,,Nikola Vlašić,1,1
37,left-footed shot,2018-2019,43446,Real Madrid,CSKA Moskva,Santiago Bernabéu,Forward,183,75,R,Fedor Chalov,,Arnór Sigurðsson,1,1
17,header,2018-2019,43445,Galatasaray,FC Porto,Nef Stadyumu,Defender,190,84,R,Felipe Monteiro,,Alex Telles,1,1
54,right-footed shot,2019-2020,43810,Atlético Madrid,Lokomotiv Moskva,Wanda Metropolitano,Defender,190,84,R,Felipe Monteiro,,Koke,1,1
29,right-footed shot,2017-2018,43060,Beşiktaş,FC Porto,Vodafone Park,Defender,190,84,R,Felipe Monteiro,,Ricardo Pereira,1,1
83,,2017-2018,43145,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Forward,187,83,,Cristiano Ronaldo,Real Madrid,Marco Asensio,2,3
86,left-footed shot,2017-2018,43145,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Defender,174,75,L,Marcelo,Real Madrid,Marco Asensio,2,3
86,left-footed shot,2017-2018,43145,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Defender,174,75,L,Marcelo,,Marco Asensio,2,3
13,right-footed shot,2016-2017,42676,AS Monaco,CSKA Moskva,Stade Louis II,Forward,180,73,R,Valère Germain,AS Monaco,N/A,1,0
35,own goal,2016-2017,42837,Borussia Dortmund,AS Monaco,Signal Iduna Park,Midfielder,,,,,,N/A,1,0
90,right-footed shot,2020-2021,44159,Manchester United,İstanbul Başakşehir,Old Trafford,Midfielder,170,70,R,Daniel James,Manchester United,Mason Greenwood,1,1
4,header,2017-2018,43005,CSKA Moskva,Manchester United,VEB Arena,Forward,192,93,L,Romelu Lukaku,Manchester United,Anthony Martial,2,2
27,right-footed shot,2017-2018,43005,CSKA Moskva,Manchester United,VEB Arena,Forward,192,93,L,Romelu Lukaku,Manchester United,Anthony Martial,2,2
66,right-footed shot,2017-2018,43151,Bayern München,Beşiktaş,Allianz Arena,Forward,185,76,R,Thomas Müller,Bayern München,Joshua Kimmich,2,1
78,penalty,2017-2018,43039,Manchester United,SL Benfica,Old Trafford,Defender,180,72,L,Daley Blind,Manchester United,Marcus Rashford,1,1
35,penalty,2020-2021,44159,Manchester United,İstanbul Başakşehir,Old Trafford,Forward,185,70,R,Marcus Rashford,Manchester United,Marcus Rashford,1,1
84,left-footed shot,2017-2018,43172,Manchester United,Sevilla FC,Old Trafford,Forward,192,93,L,Romelu Lukaku,Manchester United,Marcus Rashford,1,1
18,left-footed shot,2020-2021,44159,Borussia Dortmund,Club Brugge KV,Signal Iduna Park,Forward,194,88,L,Erling Haaland,Borussia Dortmund,Jadon Sancho,2,1
27,left-footed shot,2020-2021,44244,Sevilla FC,Borussia Dortmund,Ramón Sánchez Pizjuán,Forward,194,88,L,Erling Haaland,Borussia Dortmund,Jadon Sancho,2,1
77,right-footed shot,2019-2020,43774,Borussia Dortmund,Inter,Signal Iduna Park,Defender,181,73,R,Achraf Hakimi,Borussia Dortmund,Jadon Sancho,2,1
78,right-footed shot,2020-2021,44173,Zenit St. Petersburg,Borussia Dortmund,Gazprom Arena,Defender,186,81,R,Axel Witsel,Borussia Dortmund,Jadon Sancho,1,1
61,left-footed shot,2019-2020,43809,Borussia Dortmund,Slavia Praha,Signal Iduna Park,Midfielder,185,83,R,Julian Brandt,Borussia Dortmund,Jadon Sancho,1,1
51,right-footed shot,2018-2019,43376,Borussia Dortmund,AS Monaco,Signal Iduna Park,Forward,183,75,R,Jacob Bruun Larsen,Borussia Dortmund,Jadon Sancho,1,1
86,right-footed shot,2016-2017,42857,Real Madrid,Atlético Madrid,Santiago Bernabéu,Forward,187,83,,Cristiano Ronaldo,Real Madrid,Lucas Vázquez,3,1
57,left-footed shot,2017-2018,43215,Bayern München,Real Madrid,Allianz Arena,Forward,182,76,L,Marco Asensio,Real Madrid,Lucas Vázquez,1,1
51,header,2017-2018,43165,Paris Saint-Germain,Real Madrid,Parc des Princes,Forward,187,83,,Cristiano Ronaldo,Real Madrid,Lucas Vázquez,1,1
11,header,2018-2019,43396,Real Madrid,Viktoria Plzeň,Santiago Bernabéu,Forward,185,81,R,Karim Benzema,Real Madrid,Lucas Vázquez,1,1
