DURATION,GOAL_DESC,SEASON,DATE_TIME,HOME_TEAM,AWAY_TEAM,STADIUM,POSITION,HEIGHT,WEIGHT,FOOT,GOAL_SCORER,GOAL_SCORER_TEAM_NAME,ASSIST_PLAYER,GOALS,ASSISTS
64,right-footed shot,2017-2018,"Wednesday, November 1, 2017",Liverpool FC,NK Maribor,Anfield,Midfielder,186,86,R,Emre Can,Liverpool FC,James Milner,1,1
65,header,2019-2020,"Wednesday, November 27, 2019",Liverpool FC,SSC Napoli,Anfield,Defender,188,84,R,Dejan Lovren,Liverpool FC,James Milner,1,1
13,right-footed shot,2016-2017,"Wednesday, October 19, 2016",Arsenal FC,PFC Ludogorets Razgrad,Emirates Stadium,Forward,169,62,R,Alexis Sánchez,Arsenal FC,Alex Oxlade-Chamberlain,1,1
43,header,2019-2020,"Wednesday, March 11, 2020",Liverpool FC,Atlético Madrid,Anfield,Midfielder,175,69,R,Georginio Wijnaldum,Liverpool FC,Alex Oxlade-Chamberlain,1,1
73,,2018-2019,"Wednesday, April 17, 2019",Manchester City,Tottenham Hotspur,Etihad Stadium,Midfielder,,,,,#N/A,Kieran Trippier,2,1
88,left-footed shot,2016-2017,"Wednesday, February 15, 2017",Bayern München,Arsenal FC,Allianz Arena,Forward,185,76,R,Thomas Müller,Bayern München,Thiago,1,1
25,header,2016-2017,"Wednesday, April 12, 2017",Bayern München,Real Madrid,Allianz Arena,Midfielder,180,75,R,Arturo Vidal,Bayern München,Thiago,1,1
90,right-footed shot,2019-2020,"Wednesday, September 18, 2019",Bayern München,Crvena Zvezda,Allianz Arena,Forward,185,76,R,Thomas Müller,Bayern München,Thiago,1,1
83,right-footed shot,2019-2020,"Tuesday, October 1, 2019",Tottenham Hotspur,Bayern München,Tottenham Hotspur Stadium,Forward,176,77,R,Serge Gnabry,Bayern München,Thiago,4,1
90,right-footed shot,2018-2019,"Wednesday, December 12, 2018",AFC Ajax,Bayern München,Johan Cruijff ArenA,Forward,180,76,R,Kingsley Coman,Bayern München,Thiago,1,1
84,header,2016-2017,"Wednesday, October 19, 2016",Bayern München,PSV Eindhoven,Allianz Arena,Midfielder,,,,,#N/A,Thiago,2,1
90,left-footed shot,2020-2021,"Tuesday, November 3, 2020",Manchester City,Olympiakos Piraeus,Etihad Stadium,Defender,182,74,R,João Cancelo,Manchester City,Felix Nmecha,1,1
9,right-footed shot,2021-2022,"Wednesday, September 29, 2021",Zenit St. Petersburg,Malmö FF,Gazprom Arena,Midfielder,172,65,R,Claudinho,Zenit St. Petersburg,Douglas Santos,2,2
77,right-footed shot,2020-2021,"Wednesday, December 9, 2020",Olympiakos Piraeus,FC Porto,Georgios Karaiskakis,Midfielder,182,76,R,Mateus Uribe,FC Porto,Luis Díaz,1,1
38,header,2021-2022,"Wednesday, December 8, 2021",Zenit St. Petersburg,Chelsea FC,Gazprom Arena,Midfielder,172,65,R,Claudinho,Zenit St. Petersburg,Douglas Santos,2,2
38,header,2021-2022,"Wednesday, December 8, 2021",Zenit St. Petersburg,Chelsea FC,Gazprom Arena,Midfielder,172,65,R,Claudinho,Zenit St. Petersburg,Douglas Santos,2,2
9,left-footed shot,2017-2018,"Wednesday, May 2, 2018",AS Roma,Liverpool FC,Olimpico,Forward,174,69,R,Sadio Mané,Liverpool FC,Roberto Firmino,1,1
22,header,2017-2018,"Tuesday, November 21, 2017",Sevilla FC,Liverpool FC,Ramón Sánchez Pizjuán,Forward,174,69,R,Sadio Mané,Liverpool FC,Roberto Firmino,1,1
67,left-footed shot,2021-2022,"Tuesday, October 19, 2021",Club Brugge KV,Manchester City,Jan Breydel Stadion,Midfielder,189,72,L,Cole Palmer,Manchester City,Raheem Sterling,1,1
9,right-footed shot,2019-2020,"Wednesday, October 2, 2019",Liverpool FC,RB Salzburg,Anfield,Forward,174,69,R,Sadio Mané,Liverpool FC,Roberto Firmino,1,2
50,left-footed shot,2017-2018,"Wednesday, December 6, 2017",Liverpool FC,Spartak Moskva,Anfield,Midfielder,172,66,R,Coutinho,#N/A,James Milner,3,3
85,header,2017-2018,"Tuesday, September 12, 2017",Celtic FC,Paris Saint-Germain,Celtic Park,Forward,184,77,R,Edinson Cavani,Paris Saint-Germain,Layvin Kurzawa,2,1
13,right-footed shot,2017-2018,"Tuesday, October 17, 2017",NK Maribor,Liverpool FC,Ljudski vrt,Midfielder,172,66,R,Coutinho,#N/A,James Milner,1,1
15,left-footed shot,2017-2018,"Wednesday, December 6, 2017",Liverpool FC,Spartak Moskva,Anfield,Midfielder,172,66,R,Coutinho,#N/A,Roberto Firmino,3,1
4,penalty,2017-2018,"Wednesday, December 6, 2017",Liverpool FC,Spartak Moskva,Anfield,Midfielder,172,66,R,Coutinho,#N/A,Mo Salah,3,1
18,free kick,2016-2017,"Tuesday, February 14, 2017",Paris Saint-Germain,FC Barcelona,Parc des Princes,Forward,180,75,L,Ángel Di María,Paris Saint-Germain,,2,2
5,right-footed shot,2018-2019,"Tuesday, April 9, 2019",Liverpool FC,FC Porto,Anfield,Midfielder,172,64,R,Naby Keïta,Liverpool FC,Roberto Firmino,1,1
57,right-footed shot,2019-2020,"Wednesday, October 23, 2019",KRC Genk,Liverpool FC,Cegeka Arena,Midfielder,175,70,R,Alex Oxlade-Chamberlain,Liverpool FC,Roberto Firmino,2,1
31,left-footed shot,2018-2019,"Wednesday, March 13, 2019",FC Barcelona,Olympique Lyon,Spotify Camp Nou,Midfielder,172,66,R,Coutinho,#N/A,Luis Suárez,1,1
61,right-footed shot,2017-2018,"Tuesday, April 24, 2018",Liverpool FC,AS Roma,Anfield,Forward,181,76,R,Roberto Firmino,Liverpool FC,Mo Salah,2,2
56,right-footed shot,2017-2018,"Tuesday, April 24, 2018",Liverpool FC,AS Roma,Anfield,Forward,174,69,R,Sadio Mané,Liverpool FC,Mo Salah,1,2
32,left-footed shot,2020-2021,"Tuesday, February 16, 2021",FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Marco Verratti,3,1
4,right-footed shot,2017-2018,"Tuesday, October 17, 2017",NK Maribor,Liverpool FC,Ljudski vrt,Forward,181,76,R,Roberto Firmino,Liverpool FC,Mo Salah,2,1
65,left-footed shot,2020-2021,"Tuesday, February 16, 2021",FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,,3,2
31,header,2017-2018,"Wednesday, April 4, 2018",Liverpool FC,Manchester City,Anfield,Forward,174,69,R,Sadio Mané,Liverpool FC,Mo Salah,1,1
52,right-footed shot,2020-2021,"Tuesday, October 20, 2020",FC Barcelona,Ferencvárosi TC,Spotify Camp Nou,Midfielder,172,66,R,Coutinho,#N/A,Ansu Fati,1,1
53,left-footed shot,2019-2020,"Tuesday, November 5, 2019",Liverpool FC,KRC Genk,Anfield,Midfielder,175,70,R,Alex Oxlade-Chamberlain,Liverpool FC,Mo Salah,1,1
2,right-footed shot,2018-2019,"Wednesday, October 3, 2018",Tottenham Hotspur,FC Barcelona,Wembley Stadium,Midfielder,172,66,R,Coutinho,#N/A,Jordi Alba,1,3
11,right-footed shot,2020-2021,"Tuesday, May 4, 2021",Manchester City,Paris Saint-Germain,Etihad Stadium,Forward,179,67,L,Riyad Mahrez,Manchester City,,2,1
49,left-footed shot,2020-2021,"Tuesday, November 3, 2020",Atalanta,Liverpool FC,Gewiss Stadium,Forward,174,69,R,Sadio Mané,Liverpool FC,Mo Salah,1,1
77,right-footed shot,2019-2020,"Wednesday, October 23, 2019",KRC Genk,Liverpool FC,Cegeka Arena,Forward,174,69,R,Sadio Mané,Liverpool FC,Mo Salah,1,1
84,header,2018-2019,"Wednesday, March 13, 2019",Bayern München,Liverpool FC,Allianz Arena,Forward,174,69,R,Sadio Mané,Liverpool FC,Mo Salah,2,1
26,right-footed shot,2018-2019,"Wednesday, April 17, 2019",FC Porto,Liverpool FC,Estádio do Dragão,Forward,174,69,R,Sadio Mané,Liverpool FC,Mo Salah,1,1
34,header,2019-2020,"Wednesday, December 11, 2019",Dinamo Zagreb,Manchester City,Maksimir,Forward,175,68,R,Gabriel Jesus,Manchester City,Riyad Mahrez,3,1
61,right-footed shot,2018-2019,"Tuesday, April 16, 2019",FC Barcelona,Manchester United,Spotify Camp Nou,Midfielder,172,66,R,Coutinho,#N/A,Jordi Alba,1,1
28,left-footed shot,2016-2017,"Tuesday, November 1, 2016",Atlético Madrid,FK Rostov,Vicente Calderón,Forward,176,73,L,Antoine Griezmann,Atlético Madrid,Yannick Carrasco,2,1
39,header,2020-2021,"Wednesday, December 9, 2020",RB Salzburg,Atlético Madrid,Red Bull Arena,Defender,184,76,L,Mario Hermoso,Atlético Madrid,Yannick Carrasco,1,1
25,left-footed shot,2016-2017,"Tuesday, February 21, 2017",Bayer Leverkusen,Atlético Madrid,BayArena,Forward,176,73,L,Antoine Griezmann,Atlético Madrid,Kevin Gameiro,1,2
59,penalty,2016-2017,"Tuesday, February 21, 2017",Bayer Leverkusen,Atlético Madrid,BayArena,Forward,172,70,R,Kevin Gameiro,Atlético Madrid,Kevin Gameiro,1,2
69,right-footed shot,2019-2020,"Tuesday, October 22, 2019",Manchester City,Atalanta,Etihad Stadium,Forward,170,69,R,Raheem Sterling,Manchester City,Riyad Mahrez,3,1
63,left-footed shot,2019-2020,"Wednesday, October 23, 2019",Lille OSC,Valencia CF,Stade Pierre Mauroy,Forward,179,74,L,Denis Cheryshev,Valencia CF,Kevin Gameiro,1,1
28,penalty,2016-2017,"Wednesday, April 12, 2017",Atlético Madrid,Leicester City,Vicente Calderón,Forward,176,73,L,Antoine Griezmann,Atlético Madrid,Antoine Griezmann,1,1
31,right-footed shot,2017-2018,"Tuesday, September 26, 2017",Spartak Moskva,Liverpool FC,Otkrytie Arena,Midfielder,172,66,R,Coutinho,#N/A,Sadio Mané,1,1
89,left-footed shot,2019-2020,"Friday, August 14, 2020",FC Barcelona,Bayern München,Estádio da Luz,Midfielder,172,66,R,Coutinho,#N/A,Lucas Hernández,2,1
35,left-footed shot,2016-2017,"Wednesday, September 28, 2016",Atlético Madrid,Bayern München,Vicente Calderón,Midfielder,181,73,R,Yannick Carrasco,Atlético Madrid,Antoine Griezmann,1,1
90,right-footed shot,2018-2019,"Wednesday, October 3, 2018",Atlético Madrid,Club Brugge KV,Wanda Metropolitano,Midfielder,176,75,R,Koke,Atlético Madrid,Antoine Griezmann,2,2
85,right-footed shot,2019-2020,"Friday, August 14, 2020",FC Barcelona,Bayern München,Estádio da Luz,Midfielder,172,66,R,Coutinho,#N/A,Thomas Müller,2,1
2,right-footed shot,2018-2019,"Wednesday, November 28, 2018",Atlético Madrid,AS Monaco,Wanda Metropolitano,Midfielder,176,75,R,Koke,Atlético Madrid,Antoine Griezmann,2,2
64,right-footed shot,2019-2020,"Wednesday, December 11, 2019",Bayern München,Tottenham Hotspur,Allianz Arena,Midfielder,172,66,R,Coutinho,#N/A,Alphonso Davies,1,1
56,right-footed shot,2017-2018,"Tuesday, October 31, 2017",Atlético Madrid,Qarabağ FK,Wanda Metropolitano,Midfielder,185,77,R,Thomas Partey,Atlético Madrid,Antoine Griezmann,1,1
32,right-footed shot,2018-2019,"Tuesday, September 18, 2018",AS Monaco,Atlético Madrid,Stade Louis II,Forward,188,83,R,Diego Costa,Atlético Madrid,Antoine Griezmann,2,2
81,header,2021-2022,"Wednesday, October 20, 2021",Manchester United,Atalanta,Old Trafford,Forward,187,83,,Cristiano Ronaldo,Manchester United,Luke Shaw,1,1
90,penalty,2018-2019,"Tuesday, September 18, 2018",Galatasaray,Lokomotiv Moskva,Nef Stadyumu,Midfielder,,,,,#N/A,Emre Akbaba,2,2
9,right-footed shot,2018-2019,"Tuesday, September 18, 2018",Galatasaray,Lokomotiv Moskva,Nef Stadyumu,Midfielder,173,70,R,Garry Rodrigues,Galatasaray,Emre Akbaba,1,2
86,right-footed shot,2017-2018,"Wednesday, November 22, 2017",Atlético Madrid,AS Roma,Wanda Metropolitano,Forward,172,70,R,Kevin Gameiro,Atlético Madrid,Antoine Griezmann,1,1
55,right-footed shot,2016-2017,"Wednesday, November 23, 2016",Atlético Madrid,PSV Eindhoven,Vicente Calderón,Forward,172,70,R,Kevin Gameiro,Atlético Madrid,Antoine Griezmann,1,1
39,left-footed shot,2016-2017,"Tuesday, November 1, 2016",Manchester City,FC Barcelona,Etihad Stadium,Midfielder,180,79,R,İlkay Gündoğan,Manchester City,Raheem Sterling,2,1
2,right-footed shot,2017-2018,"Tuesday, April 10, 2018",Manchester City,Liverpool FC,Etihad Stadium,Forward,175,68,R,Gabriel Jesus,Manchester City,Raheem Sterling,1,1
13,right-footed shot,2021-2022,"Tuesday, September 14, 2021",BSC Young Boys,Manchester United,Stadion Wankdorf,Forward,187,83,,Cristiano Ronaldo,Manchester United,Bruno Fernandes,1,1
36,left-footed shot,2020-2021,"Wednesday, November 25, 2020",Olympiakos Piraeus,Manchester City,Georgios Karaiskakis,Midfielder,171,70,L,Phil Foden,Manchester City,Raheem Sterling,1,1
90,right-footed shot,2019-2020,"Tuesday, October 1, 2019",Manchester City,Dinamo Zagreb,Etihad Stadium,Midfielder,171,70,L,Phil Foden,Manchester City,Raheem Sterling,1,1
18,left-footed shot,2017-2018,"Tuesday, February 13, 2018",FC Basel,Manchester City,St. Jakob-Park,Midfielder,173,64,L,Bernardo Silva,Manchester City,Raheem Sterling,1,1
77,left-footed shot,2016-2017,"Wednesday, September 14, 2016",Manchester City,Bor. Mönchengladbach,Etihad Stadium,Midfielder,,,,,#N/A,Raheem Sterling,4,1
83,penalty,2019-2020,"Wednesday, February 26, 2020",Real Madrid,Manchester City,Santiago Bernabéu,Midfielder,181,70,R,Kevin De Bruyne,Manchester City,Raheem Sterling,1,1
76,right-footed shot,2016-2017,"Wednesday, September 14, 2016",Legia Warszawa,Borussia Dortmund,Stadion Wojska Polskiego,Midfielder,,,,,#N/A,Christian Pulišić,4,1
69,right-footed shot,2019-2020,"Saturday, August 15, 2020",Manchester City,Olympique Lyon,Estádio José Alvalade,Midfielder,181,70,R,Kevin De Bruyne,Manchester City,Raheem Sterling,1,1
45,right-footed shot,2021-2022,"Tuesday, November 2, 2021",Atalanta,Manchester United,Gewiss Stadium,Forward,187,83,,Cristiano Ronaldo,Manchester United,Bruno Fernandes,2,1
76,left-footed shot,2020-2021,"Tuesday, October 27, 2020",Olympique Marseille,Manchester City,Vélodrome,Midfielder,180,79,R,İlkay Gündoğan,Manchester City,Raheem Sterling,1,1
61,left-footed shot,2018-2019,"Wednesday, December 12, 2018",Manchester City,1899 Hoffenheim,Etihad Stadium,Forward,183,80,L,Leroy Sané,Manchester City,Raheem Sterling,2,1
20,penalty,2020-2021,"Wednesday, October 21, 2020",Manchester City,FC Porto,Etihad Stadium,Midfielder,,,,,#N/A,Raheem Sterling,3,1
34,right-footed shot,2019-2020,"Tuesday, October 22, 2019",Manchester City,Atalanta,Etihad Stadium,Midfielder,,,,,#N/A,Raheem Sterling,2,2
38,penalty,2019-2020,"Tuesday, October 22, 2019",Manchester City,Atalanta,Etihad Stadium,Midfielder,,,,,#N/A,Raheem Sterling,2,2
38,right-footed shot,2018-2019,"Tuesday, March 12, 2019",Manchester City,FC FC Schalke 04,Etihad Stadium,Midfielder,,,,,#N/A,Raheem Sterling,2,1
58,right-footed shot,2016-2017,"Tuesday, February 21, 2017",Manchester City,AS Monaco,Etihad Stadium,Midfielder,,,,,#N/A,Raheem Sterling,3,1
90,right-footed shot,2018-2019,"Wednesday, November 7, 2018",Manchester City,Shakhtar Donetsk,Etihad Stadium,Forward,175,68,R,Gabriel Jesus,Manchester City,Riyad Mahrez,3,2
13,right-footed shot,2018-2019,"Wednesday, November 7, 2018",Manchester City,Shakhtar Donetsk,Etihad Stadium,Midfielder,170,67,L,David Silva,Manchester City,Riyad Mahrez,1,2
48,right-footed shot,2020-2021,"Wednesday, December 9, 2020",Manchester City,Olympique Marseille,Etihad Stadium,Forward,184,77,R,Ferrán Torres,Manchester City,Riyad Mahrez,1,1
90,right-footed shot,2021-2022,"Tuesday, November 2, 2021",Atalanta,Manchester United,Gewiss Stadium,Forward,187,83,,Cristiano Ronaldo,Manchester United,Mason Greenwood,2,1
66,right-footed shot,2019-2020,"Tuesday, October 1, 2019",Manchester City,Dinamo Zagreb,Etihad Stadium,Forward,170,69,R,Raheem Sterling,Manchester City,Riyad Mahrez,1,1
61,right-footed shot,2016-2017,"Tuesday, February 21, 2017",Manchester City,AS Monaco,Etihad Stadium,Forward,177,72,R,Radamel Falcao,AS Monaco,Thomas Lemar,2,1
70,left-footed shot,2018-2019,"Tuesday, October 23, 2018",Shakhtar Donetsk,Manchester City,Metalist Stadion,Midfielder,173,64,L,Bernardo Silva,Manchester City,Riyad Mahrez,1,1
38,right-footed shot,2019-2020,"Wednesday, September 18, 2019",Shakhtar Donetsk,Manchester City,Metalist Stadion,Midfielder,180,79,R,İlkay Gündoğan,Manchester City,Riyad Mahrez,1,1
90,right-footed shot,2021-2022,"Wednesday, September 29, 2021",Manchester United,Villarreal CF,Old Trafford,Forward,187,83,,Cristiano Ronaldo,Manchester United,Jesse Lingard,1,1
12,left-footed shot,2020-2021,"Tuesday, March 16, 2021",Manchester City,Bor. Mönchengladbach,Puskás Aréna,Midfielder,181,70,R,Kevin De Bruyne,Manchester City,Riyad Mahrez,1,1
41,left-footed shot,2016-2017,"Wednesday, November 2, 2016",AS Monaco,CSKA Moskva,Stade Louis II,Forward,177,72,R,Radamel Falcao,AS Monaco,Valère Germain,2,1
19,right-footed shot,2020-2021,"Tuesday, April 6, 2021",Manchester City,Borussia Dortmund,Etihad Stadium,Midfielder,181,70,R,Kevin De Bruyne,Manchester City,Riyad Mahrez,1,1
25,header,2016-2017,"Tuesday, September 27, 2016",Leicester City,FC Porto,King Power Stadium,Forward,188,83,R,Islam Slimani,Leicester City,Riyad Mahrez,1,1
27,right-footed shot,2016-2017,"Tuesday, March 14, 2017",Leicester City,Sevilla FC,King Power Stadium,Midfielder,,,,,#N/A,Riyad Mahrez,1,1
78,right-footed shot,2021-2022,"Tuesday, November 23, 2021",Villarreal CF,Manchester United,Estadio de la Cerámica,Forward,187,83,,Cristiano Ronaldo,Manchester United,,1,6
25,header,2021-2022,"Tuesday, October 19, 2021",Beşiktaş,Sporting CP,Vodafone Park,Forward,188,86,R,Cyle Larin,Beşiktaş,Miralem Pjanić,1,1
49,header,2021-2022,"Wednesday, September 29, 2021",Zenit St. Petersburg,Malmö FF,Gazprom Arena,Midfielder,182,74,R,Daler Kuzyaev,Zenit St. Petersburg,Yaroslav Rakitskiy,1,1
25,left-footed shot,2021-2022,"Tuesday, October 19, 2021",AFC Ajax,Borussia Dortmund,Johan Cruijff ArenA,Defender,180,72,L,Daley Blind,AFC Ajax,Sébastien Haller,1,2
66,left-footed shot,2021-2022,"Tuesday, February 22, 2022",Villarreal CF,Juventus,Estadio de la Cerámica,Midfielder,182,74,R,Dani Parejo,#N/A,Étienne Capoue,1,1
64,header,2020-2021,"Wednesday, October 28, 2020",İstanbul Başakşehir,Paris Saint-Germain,Fatih Terim Stadium,Forward,182,72,R,Moise Kean,Paris Saint-Germain,Kylian Mbappé,2,2
79,left-footed shot,2020-2021,"Wednesday, October 28, 2020",İstanbul Başakşehir,Paris Saint-Germain,Fatih Terim Stadium,Forward,182,72,R,Moise Kean,Paris Saint-Germain,Kylian Mbappé,2,2
66,penalty,2019-2020,"Tuesday, November 5, 2019",Valencia CF,Lille OSC,Estadio de Mestalla,Midfielder,182,74,R,Dani Parejo,#N/A,,1,14
45,right-footed shot,2018-2019,"Tuesday, November 6, 2018",SSC Napoli,Paris Saint-Germain,Diego Maradona,Defender,170,67,L,Juan Bernat,Paris Saint-Germain,Kylian Mbappé,1,1
12,left-footed shot,2018-2019,"Wednesday, March 6, 2019",Paris Saint-Germain,Manchester United,Parc des Princes,Defender,170,67,L,Juan Bernat,Paris Saint-Germain,Kylian Mbappé,1,1
30,right-footed shot,2017-2018,"Tuesday, October 31, 2017",Paris Saint-Germain,RSC Anderlecht,Parc des Princes,Midfielder,165,60,R,Marco Verratti,Paris Saint-Germain,Kylian Mbappé,1,1
90,right-footed shot,2019-2020,"Wednesday, August 12, 2020",Atalanta,Paris Saint-Germain,Estádio da Luz,Forward,191,90,R,Eric Maxim Choupo-Moting,Paris Saint-Germain,Kylian Mbappé,1,1
5,left-footed shot,2018-2019,"Tuesday, October 2, 2018",Juventus,BSC Young Boys,Allianz Stadium,Forward,177,75,L,Paulo Dybala,Juventus,Leonardo Bonucci,3,1
46,left-footed shot,2019-2020,"Wednesday, December 11, 2019",Paris Saint-Germain,Galatasaray,Parc des Princes,Forward,175,68,R,Neymar,Paris Saint-Germain,Kylian Mbappé,1,3
32,right-footed shot,2019-2020,"Wednesday, December 11, 2019",Paris Saint-Germain,Galatasaray,Parc des Princes,Forward,181,75,R,Mauro Icardi,Paris Saint-Germain,Kylian Mbappé,1,3
84,penalty,2019-2020,"Wednesday, December 11, 2019",Paris Saint-Germain,Galatasaray,Parc des Princes,Forward,184,77,R,Edinson Cavani,Paris Saint-Germain,Kylian Mbappé,1,3
75,left-footed shot,2019-2020,"Tuesday, February 18, 2020",Borussia Dortmund,Paris Saint-Germain,Signal Iduna Park,Forward,175,68,R,Neymar,Paris Saint-Germain,Kylian Mbappé,1,1
22,left-footed shot,2018-2019,"Wednesday, October 3, 2018",Paris Saint-Germain,Crvena Zvezda,Parc des Princes,Forward,175,68,R,Neymar,Paris Saint-Germain,Kylian Mbappé,3,1
40,right-footed shot,2018-2019,"Tuesday, December 11, 2018",Crvena Zvezda,Paris Saint-Germain,Marakana,Forward,175,68,R,Neymar,Paris Saint-Germain,Kylian Mbappé,1,2
10,right-footed shot,2018-2019,"Tuesday, December 11, 2018",Crvena Zvezda,Paris Saint-Germain,Marakana,Forward,184,77,R,Edinson Cavani,Paris Saint-Germain,Kylian Mbappé,1,2
31,right-footed shot,2017-2018,"Wednesday, September 27, 2017",Paris Saint-Germain,Bayern München,Parc des Princes,Forward,184,77,R,Edinson Cavani,Paris Saint-Germain,Kylian Mbappé,1,1
44,header,2017-2018,"Wednesday, October 18, 2017",RSC Anderlecht,Paris Saint-Germain,Lotto Park,Forward,184,77,R,Edinson Cavani,Paris Saint-Germain,Kylian Mbappé,1,1
35,left-footed shot,2018-2019,"Wednesday, September 19, 2018",BSC Young Boys,Manchester United,Stadion Wankdorf,Midfielder,191,84,,Paul Pogba,Manchester United,Fred,2,1
78,right-footed shot,2020-2021,"Wednesday, October 28, 2020",Manchester United,RB Leipzig,Old Trafford,Forward,185,70,R,Marcus Rashford,Manchester United,Fred,3,1
24,right-footed shot,2017-2018,"Tuesday, October 17, 2017",Feyenoord,Shakhtar Donetsk,De Kuip,Forward,164,54,R,Bernard,Shakhtar Donetsk,Fred,4,2
24,right-footed shot,2017-2018,"Tuesday, October 17, 2017",Feyenoord,Shakhtar Donetsk,De Kuip,Forward,164,54,R,Bernard,Shakhtar Donetsk,Fred,4,2
76,right-footed shot,2017-2018,"Wednesday, December 6, 2017",Liverpool FC,Spartak Moskva,Anfield,Forward,174,69,R,Sadio Mané,Liverpool FC,,2,9
74,right-footed shot,2021-2022,"Tuesday, November 2, 2021",Bayern München,SL Benfica,Allianz Arena,Forward,187,80,R,Darwin Núñez,SL Benfica,João Mário,1,1
82,right-footed shot,2021-2022,"Wednesday, April 13, 2022",Liverpool FC,SL Benfica,Anfield,Forward,187,80,R,Darwin Núñez,SL Benfica,João Mário,1,1
77,header,2021-2022,"Tuesday, March 15, 2022",AFC Ajax,SL Benfica,Johan Cruijff ArenA,Forward,187,80,R,Darwin Núñez,SL Benfica,Álex Grimaldo,1,1
76,header,2020-2021,"Tuesday, December 8, 2020",Lazio Roma,Club Brugge KV,Olimpico,Midfielder,195,77,R,Hans Vanaken,Club Brugge KV,Ruud Vormer,1,1
90,left-footed shot,2020-2021,"Tuesday, October 20, 2020",Zenit St. Petersburg,Club Brugge KV,Gazprom Arena,Midfielder,192,74,L,Charles De Ketelaere,Club Brugge KV,Ruud Vormer,1,1
49,right-footed shot,2021-2022,"Tuesday, April 5, 2022",SL Benfica,Liverpool FC,Estádio da Luz,Forward,187,80,R,Darwin Núñez,SL Benfica,Rafa Silva,1,1
12,right-footed shot,2016-2017,"Tuesday, October 18, 2016",Club Brugge KV,FC Porto,Jan Breydel Stadion,Forward,183,70,R,Jelle Vossen,Club Brugge KV,Ruud Vormer,1,1
42,penalty,2020-2021,"Wednesday, October 28, 2020",Club Brugge KV,Lazio Roma,Jan Breydel Stadion,Midfielder,195,77,R,Hans Vanaken,Club Brugge KV,Mats Rits,1,1
12,left-footed shot,2018-2019,"Tuesday, November 6, 2018",AS Monaco,Club Brugge KV,Stade Louis II,Midfielder,195,77,R,Hans Vanaken,Club Brugge KV,Mats Rits,2,1
39,right-footed shot,2018-2019,"Wednesday, October 3, 2018",Atlético Madrid,Club Brugge KV,Wanda Metropolitano,Forward,178,74,R,Arnaut Danjuma,Club Brugge KV,Mats Rits,1,1
28,penalty,2016-2017,"Tuesday, September 13, 2016",Bayern München,FK Rostov,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Robert Lewandowski,1,1
55,penalty,2016-2017,"Tuesday, March 7, 2017",Arsenal FC,Bayern München,Emirates Stadium,Forward,185,81,R,Robert Lewandowski,Bayern München,Robert Lewandowski,1,1
12,penalty,2017-2018,"Tuesday, September 12, 2017",Bayern München,RSC Anderlecht,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Robert Lewandowski,1,1
3,right-footed shot,2021-2022,"Wednesday, September 29, 2021",SL Benfica,FC Barcelona,Estádio da Luz,Forward,187,80,R,Darwin Núñez,SL Benfica,,2,11
31,penalty,2018-2019,"Wednesday, November 7, 2018",Bayern München,AEK Athen,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Robert Lewandowski,2,1
10,penalty,2019-2020,"Saturday, August 8, 2020",Bayern München,Chelsea FC,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Robert Lewandowski,2,3
76,right-footed shot,2019-2020,"Saturday, August 8, 2020",Bayern München,Chelsea FC,Allianz Arena,Midfielder,181,81,R,Corentin Tolisso,Bayern München,Robert Lewandowski,1,3
24,right-footed shot,2019-2020,"Saturday, August 8, 2020",Bayern München,Chelsea FC,Allianz Arena,Midfielder,186,80,,Ivan Perišić,Bayern München,Robert Lewandowski,1,3
4,left-footed shot,2019-2020,"Friday, August 14, 2020",FC Barcelona,Bayern München,Estádio da Luz,Forward,185,76,R,Thomas Müller,Bayern München,Robert Lewandowski,2,1
55,left-footed shot,2019-2020,"Tuesday, October 1, 2019",Tottenham Hotspur,Bayern München,Tottenham Hotspur Stadium,Forward,176,77,R,Serge Gnabry,Bayern München,Corentin Tolisso,4,2
88,right-footed shot,2019-2020,"Tuesday, October 1, 2019",Tottenham Hotspur,Bayern München,Tottenham Hotspur Stadium,Forward,176,77,R,Serge Gnabry,Bayern München,Corentin Tolisso,4,2
79,penalty,2021-2022,"Wednesday, September 29, 2021",SL Benfica,FC Barcelona,Estádio da Luz,Forward,187,80,R,Darwin Núñez,SL Benfica,,2,11
30,free kick,2021-2022,"Wednesday, November 24, 2021",FC Sheriff,Real Madrid,Sheriff Stadium,Defender,180,78,L,David Alaba,Real Madrid,,1,10
53,right-footed shot,2019-2020,"Tuesday, October 1, 2019",Tottenham Hotspur,Bayern München,Tottenham Hotspur Stadium,Forward,176,77,R,Serge Gnabry,Bayern München,Benjamin Pavard,4,1
51,right-footed shot,2019-2020,"Tuesday, February 25, 2020",Chelsea FC,Bayern München,Stamford Bridge,Forward,176,77,R,Serge Gnabry,Bayern München,Robert Lewandowski,2,2
