DURATION,GOAL_DESC,SEASON,DATE_TIME,HOME_TEAM,AWAY_TEAM,STADIUM,POSITION,HEIGHT,WEIGHT,FOOT,GOAL_SCORER,GOAL_SCORER_TEAM_NAME,ASSIST_PLAYER,GOALS,ASSISTS
55,right-footed shot,2017-2018,"Saturday, May 26, 2018",Real Madrid,Liverpool FC,Olimpiyskyi,Forward,174,69,R,Sadio Mané,Liverpool FC,Dejan Lovren,1,1
19,penalty,2017-2018,"Wednesday, September 27, 2017",CSKA Moskva,Manchester United,VEB Arena,Forward,181,76,R,Anthony Martial,Manchester United,Henrikh Mkhitaryan,1,1
90,header,2018-2019,"Tuesday, October 2, 2018",AS Roma,Viktoria Plzeň,Olimpico,Forward,193,80,R,Edin Džeko,AS Roma,Alessandro Florenzi,3,1
81,right-footed shot,2017-2018,"Wednesday, December 6, 2017",Real Madrid,Borussia Dortmund,Santiago Bernabéu,Forward,173,71,R,Lucas Vázquez,Real Madrid,Theo Hernández,1,1
22,right-footed shot,2019-2020,"Wednesday, October 2, 2019",Lille OSC,Chelsea FC,Stade Pierre Mauroy,Forward,190,80,R,Tammy Abraham,Chelsea FC,Fikayo Tomori,1,1
61,right-footed shot,2021-2022,"Wednesday, March 9, 2022",Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Forward,185,81,R,Karim Benzema,Real Madrid,Vinícius Júnior,3,1
76,right-footed shot,2017-2018,"Tuesday, September 12, 2017",Chelsea FC,Qarabağ FK,Stamford Bridge,Forward,185,83,R,Michy Batshuayi,Chelsea FC,Tiemoué Bakayoko,1,1
78,right-footed shot,2021-2022,"Wednesday, March 9, 2022",Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Forward,185,81,R,Karim Benzema,Real Madrid,,3,1
36,header,2018-2019,"Tuesday, November 27, 2018",Bayern München,SL Benfica,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Joshua Kimmich,2,2
51,header,2018-2019,"Tuesday, November 27, 2018",Bayern München,SL Benfica,Allianz Arena,Forward,185,81,R,Robert Lewandowski,Bayern München,Joshua Kimmich,2,2
88,header,2019-2020,"Wednesday, August 19, 2020",Olympique Lyon,Bayern München,Estádio José Alvalade,Forward,185,81,R,Robert Lewandowski,Bayern München,Joshua Kimmich,1,2
18,left-footed shot,2019-2020,"Wednesday, August 19, 2020",Olympique Lyon,Bayern München,Estádio José Alvalade,Forward,176,77,R,Serge Gnabry,Bayern München,Joshua Kimmich,2,2
60,header,2020-2021,"Wednesday, April 7, 2021",Bayern München,Paris Saint-Germain,Allianz Arena,Forward,185,76,R,Thomas Müller,Bayern München,Joshua Kimmich,1,1
83,left-footed shot,2020-2021,"Tuesday, November 3, 2020",RB Salzburg,Bayern München,Red Bull Arena,Forward,183,80,L,Leroy Sané,Bayern München,Joshua Kimmich,1,2
21,header,2021-2022,"Wednesday, April 6, 2022",Chelsea FC,Real Madrid,Stamford Bridge,Forward,185,81,R,Karim Benzema,Real Madrid,Vinícius Júnior,3,1
9,right-footed shot,2017-2018,"Wednesday, December 6, 2017",FC Porto,AS Monaco,Estádio do Dragão,Forward,184,82,R,Vincent Aboubakar,FC Porto,Yacine Brahimi,2,1
28,right-footed shot,2020-2021,"Wednesday, October 21, 2020",Bayern München,Atlético Madrid,Allianz Arena,Forward,180,76,R,Kingsley Coman,Bayern München,Joshua Kimmich,2,1
59,header,2019-2020,"Sunday, August 23, 2020",Paris Saint-Germain,Bayern München,Estádio da Luz,Forward,180,76,R,Kingsley Coman,Bayern München,Joshua Kimmich,1,1
77,header,2017-2018,"Wednesday, November 22, 2017",RSC Anderlecht,Bayern München,Lotto Park,Midfielder,181,81,R,Corentin Tolisso,Bayern München,Joshua Kimmich,1,1
40,right-footed shot,2020-2021,"Tuesday, October 27, 2020",Atlético Madrid,RB Salzburg,Wanda Metropolitano,Midfielder,186,74,R,Dominik Szoboszlai,RB Salzburg,Mërgim Berisha,1,1
78,header,2017-2018,"Tuesday, March 13, 2018",Manchester United,Sevilla FC,Old Trafford,Forward,170,68,,Wissam Ben Yedder,Sevilla FC,Joaquín Correa,2,1
45,right-footed shot,2019-2020,"Tuesday, September 17, 2019",RB Salzburg,KRC Genk,Red Bull Arena,Midfielder,186,74,R,Dominik Szoboszlai,RB Salzburg,Takumi Minamino,1,3
2,right-footed shot,2019-2020,"Tuesday, September 17, 2019",RB Salzburg,KRC Genk,Red Bull Arena,Forward,194,88,L,Erling Haaland,RB Salzburg,Takumi Minamino,6,3
2,right-footed shot,2019-2020,"Tuesday, September 17, 2019",RB Salzburg,KRC Genk,Red Bull Arena,Forward,194,88,L,Erling Haaland,RB Salzburg,Takumi Minamino,6,3
60,left-footed shot,2019-2020,"Wednesday, October 2, 2019",Liverpool FC,RB Salzburg,Anfield,Forward,194,88,L,Erling Haaland,RB Salzburg,Takumi Minamino,2,2
60,left-footed shot,2019-2020,"Wednesday, October 2, 2019",Liverpool FC,RB Salzburg,Anfield,Forward,194,88,L,Erling Haaland,RB Salzburg,Takumi Minamino,2,2
20,right-footed shot,2016-2017,"Tuesday, March 7, 2017",Arsenal FC,Bayern München,Emirates Stadium,Forward,175,68,,Theo Walcott,Arsenal FC,Olivier Giroud,1,1
24,right-footed shot,2020-2021,"Tuesday, December 8, 2020",Chelsea FC,FK Krasnodar,Stamford Bridge,Midfielder,171,68,R,Rémy Cabella,FK Krasnodar,Victor Claesson,1,1
46,right-footed shot,2021-2022,"Wednesday, April 6, 2022",Chelsea FC,Real Madrid,Stamford Bridge,Forward,185,81,R,Karim Benzema,Real Madrid,,3,1
14,right-footed shot,2021-2022,"Wednesday, November 3, 2021",Real Madrid,Shakhtar Donetsk,Santiago Bernabéu,Forward,185,81,R,Karim Benzema,Real Madrid,Vinícius Júnior,2,2
61,right-footed shot,2021-2022,"Wednesday, November 3, 2021",Real Madrid,Shakhtar Donetsk,Santiago Bernabéu,Forward,185,81,R,Karim Benzema,Real Madrid,Vinícius Júnior,2,2
74,right-footed shot,2020-2021,"Wednesday, March 10, 2021",Liverpool FC,RB Leipzig,Puskás Aréna,Forward,174,69,R,Sadio Mané,Liverpool FC,Divock Origi,1,1
80,right-footed shot,2016-2017,"Tuesday, March 7, 2017",Arsenal FC,Bayern München,Emirates Stadium,Midfielder,180,75,R,Arturo Vidal,Bayern München,,2,4
96,header,2021-2022,"Tuesday, April 12, 2022",Real Madrid,Chelsea FC,Santiago Bernabéu,Forward,185,81,R,Karim Benzema,Real Madrid,Vinícius Júnior,1,1
82,penalty,2021-2022,"Tuesday, April 26, 2022",Manchester City,Real Madrid,Etihad Stadium,Forward,185,81,R,Karim Benzema,Real Madrid,,2,1
7,right-footed shot,2019-2020,"Wednesday, November 6, 2019",Atalanta,Manchester City,Giuseppe Meazza,Forward,170,69,R,Raheem Sterling,Manchester City,Gabriel Jesus,1,1
9,right-footed shot,2019-2020,"Friday, August 7, 2020",Manchester City,Real Madrid,Etihad Stadium,Forward,170,69,R,Raheem Sterling,Manchester City,Gabriel Jesus,1,1
56,right-footed shot,2019-2020,"Tuesday, November 26, 2019",Manchester City,Shakhtar Donetsk,Etihad Stadium,Midfielder,180,79,R,İlkay Gündoğan,Manchester City,Gabriel Jesus,1,1
30,left-footed shot,2018-2019,"Tuesday, October 23, 2018",Shakhtar Donetsk,Manchester City,Metalist Stadion,Midfielder,170,67,L,David Silva,Manchester City,Gabriel Jesus,1,1
65,penalty,2021-2022,"Tuesday, September 28, 2021",Real Madrid,FC Sheriff,Santiago Bernabéu,Forward,185,81,R,Karim Benzema,Real Madrid,,1,7
53,header,2017-2018,"Tuesday, September 12, 2017",Manchester United,FC Basel,Old Trafford,Forward,192,93,L,Romelu Lukaku,Manchester United,Daley Blind,1,1
84,right-footed shot,2017-2018,"Tuesday, September 12, 2017",Manchester United,FC Basel,Old Trafford,Forward,185,70,R,Marcus Rashford,Manchester United,Marouane Fellaini,1,1
66,left-footed shot,2017-2018,"Tuesday, December 5, 2017",Manchester United,CSKA Moskva,Old Trafford,Forward,185,70,R,Marcus Rashford,Manchester United,Mata,1,1
25,right-footed shot,2020-2021,"Tuesday, November 3, 2020",Real Madrid,Inter,Alfredo Di Stéfano,Forward,185,81,R,Karim Benzema,#N/A,,1,7
35,own goal,2019-2020,"Tuesday, November 5, 2019",Chelsea FC,AFC Ajax,Stamford Bridge,Goalkeeper,186,85,R,Kepa,#N/A,,1,14
33,header,2017-2018,"Wednesday, December 6, 2017",Feyenoord,SSC Napoli,De Kuip,Midfielder,,,,,#N/A,Steven Berghuis,4,1
70,right-footed shot,2021-2022,"Tuesday, April 5, 2022",Manchester City,Atlético Madrid,Etihad Stadium,Midfielder,181,70,R,Kevin De Bruyne,Manchester City,Phil Foden,1,1
13,header,2018-2019,"Tuesday, December 11, 2018",Inter,PSV Eindhoven,Giuseppe Meazza,Forward,175,70,R,Hirving Lozano,PSV Eindhoven,Steven Bergwijn,1,1
2,header,2021-2022,"Tuesday, April 26, 2022",Manchester City,Real Madrid,Etihad Stadium,Midfielder,181,70,R,Kevin De Bruyne,Manchester City,Riyad Mahrez,1,1
77,right-footed shot,2018-2019,"Wednesday, September 19, 2018",AFC Ajax,AEK Athen,Johan Cruijff ArenA,Midfielder,184,76,R,Donny van de Beek,AFC Ajax,Dušan Tadić,1,1
22,left-footed shot,2018-2019,"Tuesday, October 2, 2018",Bayern München,AFC Ajax,Allianz Arena,Defender,183,78,R,Noussair Mazraoui,AFC Ajax,Dušan Tadić,1,1
18,right-footed shot,2018-2019,"Tuesday, March 5, 2019",Real Madrid,AFC Ajax,Santiago Bernabéu,Forward,175,66,L,David Neres,AFC Ajax,Dušan Tadić,1,2
7,left-footed shot,2018-2019,"Tuesday, March 5, 2019",Real Madrid,AFC Ajax,Santiago Bernabéu,Forward,181,70,L,Hakim Ziyech,AFC Ajax,Dušan Tadić,1,2
67,right-footed shot,2019-2020,"Wednesday, October 2, 2019",Valencia CF,AFC Ajax,Estadio de Mestalla,Midfielder,184,76,R,Donny van de Beek,AFC Ajax,Dušan Tadić,1,2
8,left-footed shot,2019-2020,"Wednesday, October 2, 2019",Valencia CF,AFC Ajax,Estadio de Mestalla,Forward,181,70,L,Hakim Ziyech,AFC Ajax,Dušan Tadić,1,2
90,left-footed shot,2021-2022,"Wednesday, February 16, 2022",RB Salzburg,Bayern München,Red Bull Arena,Forward,180,76,R,Kingsley Coman,Bayern München,Thomas Müller,1,1
42,right-footed shot,2021-2022,"Tuesday, November 23, 2021",Dinamo Kiev,Bayern München,Olimpiyskyi,Forward,180,76,R,Kingsley Coman,Bayern München,Corentin Tolisso,1,1
18,right-footed shot,2020-2021,"Wednesday, November 4, 2020",Club Brugge KV,Borussia Dortmund,Jan Breydel Stadion,Forward,194,88,L,Erling Haaland,Borussia Dortmund,,2,10
41,penalty,2020-2021,"Wednesday, November 4, 2020",Chelsea FC,Stade Rennes,Stamford Bridge,Forward,181,75,R,Timo Werner,Chelsea FC,,2,10
47,right-footed shot,2020-2021,"Wednesday, November 25, 2020",AFC Ajax,FC Midtjylland,Johan Cruijff ArenA,Midfielder,190,83,R,Ryan Gravenberch,AFC Ajax,Dušan Tadić,1,2
49,right-footed shot,2020-2021,"Wednesday, November 25, 2020",AFC Ajax,FC Midtjylland,Johan Cruijff ArenA,Defender,183,78,R,Noussair Mazraoui,AFC Ajax,Dušan Tadić,1,2
2,left-footed shot,2019-2020,"Wednesday, November 27, 2019",Lille OSC,AFC Ajax,Stade Pierre Mauroy,Forward,181,70,L,Hakim Ziyech,AFC Ajax,Dušan Tadić,1,1
35,left-footed shot,2018-2019,"Wednesday, May 8, 2019",AFC Ajax,Tottenham Hotspur,Johan Cruijff ArenA,Forward,181,70,L,Hakim Ziyech,AFC Ajax,Dušan Tadić,1,1
12,right-footed shot,2017-2018,"Wednesday, December 6, 2017",Real Madrid,Borussia Dortmund,Santiago Bernabéu,Forward,187,83,,Cristiano Ronaldo,Real Madrid,Mateo Kovačić,1,1
90,right-footed shot,2018-2019,"Wednesday, October 3, 2018",Atlético Madrid,Club Brugge KV,Wanda Metropolitano,Midfielder,176,75,R,Koke,Atlético Madrid,Antoine Griezmann,2,2
54,right-footed shot,2020-2021,"Wednesday, December 2, 2020",Sevilla FC,Chelsea FC,Ramón Sánchez Pizjuán,Forward,193,91,L,Olivier Giroud,Chelsea FC,Mateo Kovačić,4,1
8,right-footed shot,2017-2018,"Wednesday, December 6, 2017",Real Madrid,Borussia Dortmund,Santiago Bernabéu,Forward,182,73,R,Borja Mayoral,Real Madrid,Isco,1,1
64,left-footed shot,2020-2021,"Wednesday, November 25, 2020",Liverpool FC,Atalanta,Anfield,Midfielder,184,76,L,Robin Gosens,Atalanta,Hans Hateboer,1,1
79,header,2020-2021,"Tuesday, December 1, 2020",Atalanta,FC Midtjylland,Gewiss Stadium,Defender,185,79,R,Cristian Romero,Atalanta,Hans Hateboer,1,1
2,right-footed shot,2018-2019,"Wednesday, November 28, 2018",Atlético Madrid,AS Monaco,Wanda Metropolitano,Midfielder,176,75,R,Koke,Atlético Madrid,Antoine Griezmann,2,2
53,right-footed shot,2021-2022,"Tuesday, October 19, 2021",Club Brugge KV,Manchester City,Jan Breydel Stadion,Defender,183,83,R,Kyle Walker,Manchester City,Kevin De Bruyne,2,2
53,right-footed shot,2021-2022,"Tuesday, October 19, 2021",Club Brugge KV,Manchester City,Jan Breydel Stadion,Defender,183,83,R,Kyle Walker,Manchester City,Kevin De Bruyne,2,2
82,own goal,2017-2018,"Tuesday, September 12, 2017",Chelsea FC,Qarabağ FK,Stamford Bridge,Defender,175,71,R,Maksim Medvedev,Qarabağ FK,Davide Zappacosta,1,1
7,right-footed shot,2021-2022,"Tuesday, December 7, 2021",Paris Saint-Germain,Club Brugge KV,Parc des Princes,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Ángel Di María,2,1
2,right-footed shot,2021-2022,"Tuesday, December 7, 2021",Paris Saint-Germain,Club Brugge KV,Parc des Princes,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,,2,11
9,right-footed shot,2021-2022,"Tuesday, October 19, 2021",Paris Saint-Germain,RB Leipzig,Parc des Princes,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Julian Draxler,1,1
80,left-footed shot,2019-2020,"Wednesday, December 11, 2019",Shakhtar Donetsk,Atalanta,Metalist Stadion,Midfielder,189,82,R,Mario Pašalić,Atalanta,Ruslan Malinovskiy,1,1
60,right-footed shot,2020-2021,"Tuesday, October 27, 2020",Atalanta,AFC Ajax,Gewiss Stadium,Forward,189,88,R,Duván Zapata,Atalanta,Mario Pašalić,2,1
42,right-footed shot,2019-2020,"Wednesday, February 19, 2020",Atalanta,Valencia CF,Giuseppe Meazza,Forward,190,79,L,Josip Iličič,Atalanta,Mario Pašalić,1,2
62,right-footed shot,2019-2020,"Wednesday, February 19, 2020",Atalanta,Valencia CF,Giuseppe Meazza,Defender,187,74,R,Hans Hateboer,Atalanta,Mario Pašalić,2,2
90,right-footed shot,2021-2022,"Tuesday, February 15, 2022",Paris Saint-Germain,Real Madrid,Parc des Princes,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Neymar,1,1
27,penalty,2019-2020,"Tuesday, November 26, 2019",Atalanta,Dinamo Zagreb,Giuseppe Meazza,Forward,179,75,R,Luis Muriel,Atalanta,Luis Muriel,1,1
72,right-footed shot,2017-2018,"Wednesday, September 13, 2017",Liverpool FC,Sevilla FC,Anfield,Forward,188,75,R,Joaquín Correa,Sevilla FC,Luis Muriel,1,1
55,penalty,2020-2021,"Tuesday, December 1, 2020",Olympique Marseille,Olympiakos Piraeus,Vélodrome,Midfielder,175,77,R,Dimitri Payet,Olympique Marseille,Florian Thauvin,2,1
36,right-footed shot,2020-2021,"Wednesday, October 21, 2020",FC Midtjylland,Atalanta,MCH Arena,Midfielder,167,68,R,Papu Gómez,Atalanta,Duván Zapata,2,2
36,right-footed shot,2020-2021,"Wednesday, October 21, 2020",FC Midtjylland,Atalanta,MCH Arena,Midfielder,167,68,R,Papu Gómez,Atalanta,Duván Zapata,2,2
39,right-footed shot,2021-2022,"Wednesday, March 9, 2022",Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Neymar,1,1
50,right-footed shot,2021-2022,"Wednesday, November 24, 2021",Manchester City,Paris Saint-Germain,Etihad Stadium,Forward,178,73,R,Kylian Mbappé,Paris Saint-Germain,Lionel Messi,1,1
38,right-footed shot,2020-2021,"Tuesday, October 27, 2020",Atalanta,AFC Ajax,Gewiss Stadium,Forward,182,90,R,Lassina Traoré,#N/A,David Neres,2,2
27,left-footed shot,2019-2020,"Wednesday, August 12, 2020",Atalanta,Paris Saint-Germain,Estádio da Luz,Midfielder,189,82,R,Mario Pašalić,Atalanta,Duván Zapata,1,1
90,penalty,2019-2020,"Wednesday, November 27, 2019",RB Leipzig,SL Benfica,Red Bull Arena,Midfielder,177,76,R,Emil Forsberg,RB Leipzig,Patrik Schick,2,1
70,header,2019-2020,"Wednesday, September 18, 2019",Atlético Madrid,Juventus,Wanda Metropolitano,Defender,187,80,R,Stefan Savić,Atlético Madrid,José Giménez,1,1
61,right-footed shot,2021-2022,"Tuesday, March 8, 2022",Liverpool FC,Inter,Anfield,Forward,174,72,R,Lautaro Martínez,Inter,Alexis Sánchez,1,1
26,own goal,2021-2022,"Tuesday, November 2, 2021",Juventus,Zenit St. Petersburg,Allianz Stadium,Defender,190,85,R,Leonardo Bonucci,Juventus,,1,8
70,left-footed shot,2018-2019,"Tuesday, March 5, 2019",Real Madrid,AFC Ajax,Santiago Bernabéu,Forward,182,76,L,Marco Asensio,Real Madrid,Reguilón,1,1
85,left-footed shot,2021-2022,"Tuesday, March 8, 2022",Bayern München,RB Salzburg,Allianz Arena,Forward,183,80,L,Leroy Sané,Bayern München,Robert Lewandowski,1,1
74,left-footed shot,2021-2022,"Wednesday, September 29, 2021",Bayern München,Dinamo Kiev,Allianz Arena,Forward,183,80,L,Leroy Sané,Bayern München,Thomas Müller,1,2
43,left-footed shot,2021-2022,"Wednesday, December 8, 2021",Bayern München,FC Barcelona,Allianz Arena,Forward,183,80,L,Leroy Sané,Bayern München,Kingsley Coman,1,1
49,left-footed shot,2021-2022,"Tuesday, November 2, 2021",Bayern München,SL Benfica,Allianz Arena,Forward,183,80,L,Leroy Sané,Bayern München,Alphonso Davies,1,1
120,left-footed shot,2019-2020,"Wednesday, March 11, 2020",Liverpool FC,Atlético Madrid,Anfield,Forward,187,82,R,Álvaro Morata,Atlético Madrid,Marcos Llorente,1,1
26,right-footed shot,2020-2021,"Tuesday, December 1, 2020",Atlético Madrid,Bayern München,Wanda Metropolitano,Forward,181,72,,João Félix,Atlético Madrid,Marcos Llorente,1,1
58,right-footed shot,2020-2021,"Tuesday, December 1, 2020",Liverpool FC,AFC Ajax,Anfield,Midfielder,185,75,R,Curtis Jones,Liverpool FC,Neco Williams,1,1
84,left-footed shot,2021-2022,"Wednesday, October 20, 2021",SL Benfica,Bayern München,Estádio da Luz,Forward,183,80,L,Leroy Sané,Bayern München,Josip Stanišić,2,1
71,penalty,2019-2020,"Thursday, August 13, 2020",RB Leipzig,Atlético Madrid,Estádio José Alvalade,Forward,181,72,,João Félix,Atlético Madrid,João Félix,1,1
97,right-footed shot,2019-2020,"Wednesday, March 11, 2020",Liverpool FC,Atlético Madrid,Anfield,Midfielder,184,74,R,Marcos Llorente,Atlético Madrid,João Félix,2,1
57,right-footed shot,2020-2021,"Wednesday, December 2, 2020",Juventus,Dinamo Kiev,Allianz Stadium,Forward,187,83,,Cristiano Ronaldo,Juventus,Álvaro Morata,1,1
37,right-footed shot,2017-2018,"Wednesday, October 18, 2017",Chelsea FC,AS Roma,Stamford Bridge,Forward,175,74,R,Eden Hazard,Chelsea FC,Álvaro Morata,2,1
68,right-footed shot,2016-2017,"Tuesday, October 18, 2016",Real Madrid,Legia Warszawa,Santiago Bernabéu,Forward,173,71,R,Lucas Vázquez,Real Madrid,Álvaro Morata,1,1
48,right-footed shot,2019-2020,"Tuesday, October 1, 2019",Lokomotiv Moskva,Atlético Madrid,RŽD-Arena,Forward,181,72,,João Félix,Atlético Madrid,Álvaro Morata,1,1
105,right-footed shot,2019-2020,"Wednesday, March 11, 2020",Liverpool FC,Atlético Madrid,Anfield,Midfielder,184,74,R,Marcos Llorente,Atlético Madrid,Álvaro Morata,2,1
22,left-footed shot,2017-2018,"Tuesday, October 31, 2017",Celtic FC,Bayern München,Celtic Park,Forward,180,76,R,Kingsley Coman,Bayern München,Sven Ulreich,1,1
70,free kick,2021-2022,"Wednesday, October 20, 2021",SL Benfica,Bayern München,Estádio da Luz,Forward,183,80,L,Leroy Sané,Bayern München,,2,5
76,penalty,2021-2022,"Tuesday, December 7, 2021",Paris Saint-Germain,Club Brugge KV,Parc des Princes,Forward,170,72,L,Lionel Messi,Paris Saint-Germain,,2,11
74,left-footed shot,2021-2022,"Tuesday, September 28, 2021",Paris Saint-Germain,Manchester City,Parc des Princes,Forward,170,72,L,Lionel Messi,Paris Saint-Germain,Kylian Mbappé,1,1
76,right-footed shot,2019-2020,"Tuesday, February 25, 2020",Chelsea FC,Bayern München,Stamford Bridge,Forward,185,81,R,Robert Lewandowski,Bayern München,Alphonso Davies,1,1
1,right-footed shot,2017-2018,"Tuesday, October 31, 2017",AS Roma,Chelsea FC,Olimpico,Forward,178,72,R,Stephan El Shaarawy,AS Roma,Edin Džeko,2,1
38,left-footed shot,2021-2022,"Tuesday, December 7, 2021",Paris Saint-Germain,Club Brugge KV,Parc des Princes,Forward,170,72,L,Lionel Messi,Paris Saint-Germain,Kylian Mbappé,2,1
67,left-footed shot,2021-2022,"Tuesday, October 19, 2021",Paris Saint-Germain,RB Leipzig,Parc des Princes,Forward,170,72,L,Lionel Messi,Paris Saint-Germain,,2,10
74,penalty,2021-2022,"Tuesday, October 19, 2021",Paris Saint-Germain,RB Leipzig,Parc des Princes,Forward,170,72,L,Lionel Messi,Paris Saint-Germain,,2,10
30,right-footed shot,2018-2019,"Tuesday, October 23, 2018",AS Roma,CSKA Moskva,Olimpico,Forward,193,80,R,Edin Džeko,AS Roma,Lorenzo Pellegrini,2,1
63,right-footed shot,2019-2020,"Friday, August 14, 2020",FC Barcelona,Bayern München,Estádio da Luz,Midfielder,177,75,R,Joshua Kimmich,Bayern München,Alphonso Davies,1,1
15,right-footed shot,2021-2022,"Tuesday, November 2, 2021",Sevilla FC,Lille OSC,Ramón Sánchez Pizjuán,Forward,187,84,,Lucas Ocampos,Sevilla FC,Rafa Mir,1,1
87,left-footed shot,2021-2022,"Tuesday, April 5, 2022",SL Benfica,Liverpool FC,Estádio da Luz,Forward,180,73,R,Luis Díaz,Liverpool FC,Naby Keïta,1,1
64,header,2019-2020,"Tuesday, November 26, 2019",Crvena Zvezda,Bayern München,Marakana,Forward,185,81,R,Robert Lewandowski,Bayern München,Benjamin Pavard,4,1
67,header,2021-2022,"Tuesday, May 3, 2022",Villarreal CF,Liverpool FC,Estadio de la Cerámica,Forward,180,73,R,Luis Díaz,Liverpool FC,Trent Alexander-Arnold,1,1
88,free kick,2021-2022,"Tuesday, November 23, 2021",BSC Young Boys,Atalanta,Stadion Wankdorf,Forward,179,75,R,Luis Muriel,Atalanta,,1,6
37,header,2020-2021,"Wednesday, April 7, 2021",Bayern München,Paris Saint-Germain,Allianz Arena,Forward,191,90,R,Eric Maxim Choupo-Moting,Bayern München,Benjamin Pavard,1,1
13,header,2020-2021,"Tuesday, October 27, 2020",Lokomotiv Moskva,Bayern München,RŽD-Arena,Midfielder,189,82,R,Leon Goretzka,Bayern München,Benjamin Pavard,1,1
45,right-footed shot,2019-2020,"Tuesday, October 1, 2019",Tottenham Hotspur,Bayern München,Tottenham Hotspur Stadium,Forward,185,81,R,Robert Lewandowski,Bayern München,,2,11
90,penalty,2021-2022,"Tuesday, September 28, 2021",AC Milan,Atlético Madrid,Giuseppe Meazza,Forward,182,83,R,Luis Suárez,Atlético Madrid,,1,7
34,right-footed shot,2018-2019,"Tuesday, April 16, 2019",Juventus,AFC Ajax,Allianz Stadium,Midfielder,184,76,R,Donny van de Beek,AFC Ajax,Hakim Ziyech,1,1
15,right-footed shot,2018-2019,"Tuesday, April 30, 2019",Tottenham Hotspur,AFC Ajax,Tottenham Hotspur Stadium,Midfielder,184,76,R,Donny van de Beek,AFC Ajax,Hakim Ziyech,1,1
61,left-footed shot,2018-2019,"Wednesday, November 7, 2018",SL Benfica,AFC Ajax,Estádio da Luz,Forward,181,76,L,Dušan Tadić,AFC Ajax,Hakim Ziyech,1,1
55,right-footed shot,2019-2020,"Tuesday, November 5, 2019",Chelsea FC,AFC Ajax,Stamford Bridge,Midfielder,184,76,R,Donny van de Beek,AFC Ajax,Hakim Ziyech,1,2
20,header,2019-2020,"Tuesday, November 5, 2019",Chelsea FC,AFC Ajax,Stamford Bridge,Forward,174,72,R,Quincy Promes,AFC Ajax,Hakim Ziyech,1,2
21,penalty,2021-2022,"Tuesday, September 14, 2021",Sevilla FC,RB Salzburg,Ramón Sánchez Pizjuán,Midfielder,185,71,L,Luka Sučić,RB Salzburg,,1,8
30,left-footed shot,2017-2018,"Tuesday, November 21, 2017",Sevilla FC,Liverpool FC,Ramón Sánchez Pizjuán,Forward,181,76,R,Roberto Firmino,Liverpool FC,,2,6
15,header,2021-2022,"Wednesday, October 20, 2021",RB Salzburg,VfL Wolfsburg,Red Bull Arena,Forward,185,80,R,Lukas Nmecha,VfL Wolfsburg,Maximilian Arnold,1,1
59,right-footed shot,2019-2020,"Wednesday, November 27, 2019",Lille OSC,AFC Ajax,Stade Pierre Mauroy,Forward,174,72,R,Quincy Promes,AFC Ajax,Hakim Ziyech,1,1
85,right-footed shot,2017-2018,"Wednesday, February 14, 2018",FC Porto,Liverpool FC,Estádio do Dragão,Forward,174,69,R,Sadio Mané,Liverpool FC,Danny Ings,3,1
60,right-footed shot,2021-2022,"Tuesday, November 2, 2021",VfL Wolfsburg,RB Salzburg,Volkswagen Arena,Forward,185,80,R,Lukas Nmecha,VfL Wolfsburg,Maximilian Arnold,1,1
27,right-footed shot,2019-2020,"Friday, August 14, 2020",FC Barcelona,Bayern München,Estádio da Luz,Forward,176,77,R,Serge Gnabry,Bayern München,Leon Goretzka,1,1
52,right-footed shot,2020-2021,"Wednesday, November 25, 2020",Bayern München,RB Salzburg,Allianz Arena,Forward,180,76,R,Kingsley Coman,Bayern München,Leon Goretzka,1,1
24,right-footed shot,2020-2021,"Tuesday, February 23, 2021",Lazio Roma,Bayern München,Olimpico,Midfielder,183,70,R,Jamal Musiala,Bayern München,Leon Goretzka,1,1
33,left-footed shot,2020-2021,"Tuesday, December 1, 2020",Olympique Marseille,Olympiakos Piraeus,Vélodrome,Midfielder,182,76,R,Mady Camara,#N/A,Marios Vrousai,1,1
13,right-footed shot,2018-2019,"Wednesday, December 12, 2018",AFC Ajax,Bayern München,Johan Cruijff ArenA,Forward,185,81,R,Robert Lewandowski,Bayern München,Serge Gnabry,2,1
80,right-footed shot,2020-2021,"Wednesday, December 9, 2020",Bayern München,Lokomotiv Moskva,Allianz Arena,Forward,191,90,R,Eric Maxim Choupo-Moting,Bayern München,Serge Gnabry,1,1
14,right-footed shot,2019-2020,"Wednesday, December 11, 2019",Bayern München,Tottenham Hotspur,Allianz Arena,Forward,180,76,R,Kingsley Coman,Bayern München,Serge Gnabry,1,1
22,left-footed shot,2019-2020,"Friday, August 14, 2020",FC Barcelona,Bayern München,Estádio da Luz,Midfielder,186,80,,Ivan Perišić,Bayern München,Serge Gnabry,1,1
